original_port,ship_count,category_hint,action,map_to_port,notes
Njvik,1,ambiguous_low_freq,,,
deals,1,ambiguous_low_freq,,,
Asbacker,1,ambiguous_low_freq,,,
Forsly Ham,1,ambiguous_low_freq,,,
Drebak,1,ambiguous_low_freq,,,
Milsamvig,1,ambiguous_low_freq,,,
Ulindaw,1,ambiguous_low_freq,,,
Lauivg,1,ambiguous_low_freq,,,
Nassau Tonala,1,ambiguous_low_freq,,,
Tignish,1,ambiguous_low_freq,,,
Curagoa,1,ambiguous_low_freq,,,
Tapilco,1,ambiguous_low_freq,,,
Lagunade,1,ambiguous_low_freq,,,
Matawa,1,ambiguous_low_freq,,,
East Port,1,ambiguous_low_freq,,,
Three Islands,1,ambiguous_low_freq,,,
Rio Hacha,1,ambiguous_low_freq,,,
Joannesund,1,ambiguous_low_freq,,,
Laurrig,1,ambiguous_low_freq,,,
Stege,1,ambiguous_low_freq,,,
Risier,1,ambiguous_low_freq,,,
Wefsel,1,ambiguous_low_freq,,,
Frangsound,1,ambiguous_low_freq,,,
Cronstudt,1,ambiguous_low_freq,,,
Windaw,1,ambiguous_low_freq,,,
Orendal,1,ambiguous_low_freq,,,
Klasviken,1,ambiguous_low_freq,,,
Vefser,1,ambiguous_low_freq,,,
Wardoe,1,ambiguous_low_freq,,,
Frederiksen,1,ambiguous_low_freq,,,
Sundsvoern,1,ambiguous_low_freq,,,
Vardo,1,ambiguous_low_freq,,,
Sandefurd,1,ambiguous_low_freq,,,
Christianstadt,1,ambiguous_low_freq,,,
Wisbey,1,ambiguous_low_freq,,,
Biornebora,1,ambiguous_low_freq,,,
Oscar,1,ambiguous_low_freq,,,
Middlepart,1,ambiguous_low_freq,,,
"driving streams upon which this market depends are still very discouraging as to the probabilities of getting the logs. The prospects of the Menominee and other streams tributary to Green Bay, are really not so encouraging as a few weeks ago, as logs on the first",1,ambiguous_low_freq,,,
Satilla,1,ambiguous_low_freq,,,
Bisor,1,ambiguous_low_freq,,,
Tiansand,1,ambiguous_low_freq,,,
Milsemvig,1,ambiguous_low_freq,,,
Sandiefurd,1,ambiguous_low_freq,,,
Luhe,1,ambiguous_low_freq,,,
Uddowalla,1,ambiguous_low_freq,,,
Table Bay,1,ambiguous_low_freq,,,
Attona,1,ambiguous_low_freq,,,
Velsen,1,ambiguous_low_freq,,,
Aleyn,1,ambiguous_low_freq,,,
Halix,1,ambiguous_low_freq,,,
Borde,1,ambiguous_low_freq,,,
Gothenburg and Cronstadt,1,ambiguous_low_freq,,,
Bordeaux via London,1,ambiguous_low_freq,,,
Flekkifiord,1,ambiguous_low_freq,,,
pitwood,1,ambiguous_low_freq,,,
You-ford,1,ambiguous_low_freq,,,
Bidon,1,ambiguous_low_freq,,,
timber,1,ambiguous_low_freq,,,
Toreforg,1,ambiguous_low_freq,,,
oak staves,1,ambiguous_low_freq,,,
Parrshow,1,ambiguous_low_freq,,,
Sauris,1,ambiguous_low_freq,,,
Bawik,1,ambiguous_low_freq,,,
Bordeaux vid London,1,ambiguous_low_freq,,,
Caneron,1,ambiguous_low_freq,,,
Bayvert,1,ambiguous_low_freq,,,
Salvesen & Co,1,ambiguous_low_freq,,,
Ornskoldsvit,1,ambiguous_low_freq,,,
Hansta,1,ambiguous_low_freq,,,
Bideford,1,ambiguous_low_freq,,,
Brest pitwood,1,ambiguous_low_freq,,,
Bath,1,ambiguous_low_freq,,,
Calileo,1,ambiguous_low_freq,,,
Saffi,1,ambiguous_low_freq,,,
Three Sisters,1,ambiguous_low_freq,,,
Balnarte,1,ambiguous_low_freq,,,
Port Cortes,1,ambiguous_low_freq,,,
Bassein,1,ambiguous_low_freq,,,
Hudicksvall,1,ambiguous_low_freq,,,
Frederikshaldt,1,ambiguous_low_freq,,,
Nyvic,1,ambiguous_low_freq,,,
Shulu,1,ambiguous_low_freq,,,
New Carlisle,1,ambiguous_low_freq,,,
British Columbia,1,ambiguous_low_freq,,,
Hyvik,1,ambiguous_low_freq,,,
Orkidulsken,1,ambiguous_low_freq,,,
Aberdeen,1,ambiguous_low_freq,,,
Nytorp,1,ambiguous_low_freq,,,
Rambak,1,ambiguous_low_freq,,,
Newry,1,ambiguous_low_freq,,,
Hulst,1,ambiguous_low_freq,,,
Cumberland Basin,1,ambiguous_low_freq,,,
Matanzas,1,ambiguous_low_freq,,,
Bjorn-borg,1,ambiguous_low_freq,,,
Tredestrand,1,ambiguous_low_freq,,,
Drangsoud,1,ambiguous_low_freq,,,
Ar-ndal,1,ambiguous_low_freq,,,
Kersvik,1,ambiguous_low_freq,,,
Cunbushamn,1,ambiguous_low_freq,,,
Helmstadt,1,ambiguous_low_freq,,,
Bennetts & Co,1,ambiguous_low_freq,,,
Dort,1,ambiguous_low_freq,,,
Soladstrom,1,ambiguous_low_freq,,,
Adler,1,ambiguous_low_freq,,,
Bloody Bay,1,ambiguous_low_freq,,,
Charlotte Town P,1,ambiguous_low_freq,,,
Maccaw,1,ambiguous_low_freq,,,
Yallahs,1,ambiguous_low_freq,,,
Campechi,1,ambiguous_low_freq,,,
Klintehamn,1,ambiguous_low_freq,,,
Inverness,1,ambiguous_low_freq,,,
Hayle,1,ambiguous_low_freq,,,
Ogmore Co,1,ambiguous_low_freq,,,
Vardoe,1,ambiguous_low_freq,,,
"St. George, N.B.",1,ambiguous_low_freq,,,
Soraki,1,ambiguous_low_freq,,,
F'dericksvoern,1,ambiguous_low_freq,,,
Arno Ansag,1,ambiguous_low_freq,,,
F'stad.,1,ambiguous_low_freq,,,
"Shulee, N.S.",1,ambiguous_low_freq,,,
Away,1,ambiguous_low_freq,,,
Stutshoda,1,ambiguous_low_freq,,,
Nadoscha,1,ambiguous_low_freq,,,
Fogelvik,1,ambiguous_low_freq,,,
Huddickwall,1,ambiguous_low_freq,,,
Sach Kallan,1,ambiguous_low_freq,,,
Carany,1,ambiguous_low_freq,,,
Archangl.,1,ambiguous_low_freq,,,
Riv. Plate,1,ambiguous_low_freq,,,
"Cocaigne, N.B.",1,ambiguous_low_freq,,,
Serpa,1,ambiguous_low_freq,,,
Balto,1,ambiguous_low_freq,,,
Bordx.,1,ambiguous_low_freq,,,
V'garcia,1,ambiguous_low_freq,,,
Bannesund,1,ambiguous_low_freq,,,
Xiana,1,ambiguous_low_freq,,,
Bjornstorm,1,ambiguous_low_freq,,,
Utanigo,1,ambiguous_low_freq,,,
Bjornemann,1,ambiguous_low_freq,,,
Holsta,1,ambiguous_low_freq,,,
Stockvick,1,ambiguous_low_freq,,,
Galeatacka,1,ambiguous_low_freq,,,
Torneadal,1,ambiguous_low_freq,,,
Karhula,1,ambiguous_low_freq,,,
Manzanilla,1,ambiguous_low_freq,,,
Udewalla,1,ambiguous_low_freq,,,
Gamlastadt,1,ambiguous_low_freq,,,
Ytlersfors,1,ambiguous_low_freq,,,
Vancouver I.,1,ambiguous_low_freq,,,
Chicontima,1,ambiguous_low_freq,,,
Scholocklea,1,ambiguous_low_freq,,,
F' stad,1,ambiguous_low_freq,,,
White Sea,1,ambiguous_low_freq,,,
St. Cyprian,1,ambiguous_low_freq,,,
Penascola,1,ambiguous_low_freq,,,
Ornskavik,1,ambiguous_low_freq,,,
Gothenb'g,1,ambiguous_low_freq,,,
Forsabyham,1,ambiguous_low_freq,,,
Kylom,1,ambiguous_low_freq,,,
Harne,1,ambiguous_low_freq,,,
Dronning,1,ambiguous_low_freq,,,
Ruthula,1,ambiguous_low_freq,,,
Dame d'Esperance,1,ambiguous_low_freq,,,
Gedeabuella,1,ambiguous_low_freq,,,
Esurken,1,ambiguous_low_freq,,,
"Shemogue, N.B.,",1,ambiguous_low_freq,,,
"Oak Bay, N.B.,",1,ambiguous_low_freq,,,
E. Pascagoula,1,ambiguous_low_freq,,,
Frederiksvorn,1,ambiguous_low_freq,,,
Svenesund,1,ambiguous_low_freq,,,
Fowstkage,1,ambiguous_low_freq,,,
Clare Castle,1,ambiguous_low_freq,,,
Ahlators,1,ambiguous_low_freq,,,
Schippswick,1,ambiguous_low_freq,,,
Christina,1,ambiguous_low_freq,,,
Louise,1,ambiguous_low_freq,,,
Peter and Paul,1,ambiguous_low_freq,,,
Rafsa,1,ambiguous_low_freq,,,
H'bont,1,ambiguous_low_freq,,,
Clare,1,ambiguous_low_freq,,,
Belle Isle,1,ambiguous_low_freq,,,
X'sand,1,ambiguous_low_freq,,,
G'stadt,1,ambiguous_low_freq,,,
Areudal,1,ambiguous_low_freq,,,
Treaniskow,1,ambiguous_low_freq,,,
Coastwise,1,ambiguous_low_freq,,,
Fahrsund,1,ambiguous_low_freq,,,
Bergrara,1,ambiguous_low_freq,,,
Comarina,1,ambiguous_low_freq,,,
Lymington,1,ambiguous_low_freq,,,
Brunchausen,1,ambiguous_low_freq,,,
Go'burg,1,ambiguous_low_freq,,,
F'drikstvoern,1,ambiguous_low_freq,,,
F'driksvoern,1,ambiguous_low_freq,,,
F'dksvoern,1,ambiguous_low_freq,,,
G'brg,1,ambiguous_low_freq,,,
Pont Aven,1,ambiguous_low_freq,,,
Gotterburg,1,ambiguous_low_freq,,,
Pernaw,1,ambiguous_low_freq,,,
Solstastrom,1,ambiguous_low_freq,,,
Timmernabbem,1,ambiguous_low_freq,,,
B'torpshamn,1,ambiguous_low_freq,,,
Stutsboda,1,ambiguous_low_freq,,,
Colbjornsen,1,ambiguous_low_freq,,,
Frederiksham,1,ambiguous_low_freq,,,
Oskarn,1,ambiguous_low_freq,,,
Laurvigen,1,ambiguous_low_freq,,,
Swante,1,ambiguous_low_freq,,,
Arend,1,ambiguous_low_freq,,,
Bannow,1,ambiguous_low_freq,,,
Domejo,1,ambiguous_low_freq,,,
Hudiksval,1,ambiguous_low_freq,,,
Langronna,1,ambiguous_low_freq,,,
Dungarvon,1,ambiguous_low_freq,,,
Vigo,1,ambiguous_low_freq,,,
Held,1,ambiguous_low_freq,,,
"Tidnish, N.S.",1,ambiguous_low_freq,,,
Lorkno,1,ambiguous_low_freq,,,
Botornshamn,1,ambiguous_low_freq,,,
St. Mary,1,ambiguous_low_freq,,,
Esperanza,1,ambiguous_low_freq,,,
Leontine,1,ambiguous_low_freq,,,
Johan,1,ambiguous_low_freq,,,
Raumea,1,ambiguous_low_freq,,,
Skeppevik,1,ambiguous_low_freq,,,
Skippevik,1,ambiguous_low_freq,,,
Kallio,1,ambiguous_low_freq,,,
P. E I.,1,ambiguous_low_freq,,,
Puerta Cortes,1,ambiguous_low_freq,,,
"Annapolis, N.S.",1,ambiguous_low_freq,,,
Trontero,1,ambiguous_low_freq,,,
Dahlkarlsa,1,ambiguous_low_freq,,,
"Norfolk, N.S.",1,ambiguous_low_freq,,,
Stockssag,1,ambiguous_low_freq,,,
Kiga,1,ambiguous_low_freq,,,
Kioja,1,ambiguous_low_freq,,,
Solsatsen,1,ambiguous_low_freq,,,
Molde,1,ambiguous_low_freq,,,
Lockne,1,ambiguous_low_freq,,,
Stockvig,1,ambiguous_low_freq,,,
higa,1,ambiguous_low_freq,,,
Grainsland,1,ambiguous_low_freq,,,
Stoess,1,ambiguous_low_freq,,,
Ornswall,1,ambiguous_low_freq,,,
Storka,1,ambiguous_low_freq,,,
Castropol,1,ambiguous_low_freq,,,
Dwarf,1,ambiguous_low_freq,,,
Mona's Isle,1,ambiguous_low_freq,,,
T. W. Allen,1,ambiguous_low_freq,,,
Alfred,1,ambiguous_low_freq,,,
Margarethe,1,ambiguous_low_freq,,,
Fridrikstadt,1,ambiguous_low_freq,,,
"Auckland, N.Z.",1,ambiguous_low_freq,,,
Canterbury,1,ambiguous_low_freq,,,
Bersiamitz,1,ambiguous_low_freq,,,
Melchers,1,ambiguous_low_freq,,,
Torre del Greco,1,ambiguous_low_freq,,,
Sheliac,1,ambiguous_low_freq,,,
Quega,1,ambiguous_low_freq,,,
Carde,1,ambiguous_low_freq,,,
Jamacia,1,ambiguous_low_freq,,,
Tracadie,1,ambiguous_low_freq,,,
Itiga,1,ambiguous_low_freq,,,
Goth,1,ambiguous_low_freq,,,
Melbu,1,ambiguous_low_freq,,,
"Pascagoula, N.S.",1,ambiguous_low_freq,,,
"Bay de Verte, N.B.",1,ambiguous_low_freq,,,
Parabobo,1,ambiguous_low_freq,,,
Turkey,1,ambiguous_low_freq,,,
Porto Plata,1,ambiguous_low_freq,,,
Green Island,1,ambiguous_low_freq,,,
Ceara,1,ambiguous_low_freq,,,
Tangror,1,ambiguous_low_freq,,,
Bolsiamitz,1,ambiguous_low_freq,,,
Mesen,1,ambiguous_low_freq,,,
"Musquash, N. B.",1,ambiguous_low_freq,,,
City of Domingo,1,ambiguous_low_freq,,,
San Pedro,1,ambiguous_low_freq,,,
Gudingen,1,ambiguous_low_freq,,,
Salstrom,1,ambiguous_low_freq,,,
Madsen,1,ambiguous_low_freq,,,
Gebens,1,ambiguous_low_freq,,,
Huelva,1,ambiguous_low_freq,,,
Legne,1,ambiguous_low_freq,,,
Cameret,1,ambiguous_low_freq,,,
Baronne,1,ambiguous_low_freq,,,
Puerto Cabello,1,ambiguous_low_freq,,,
"Cornwallis, N.S.",1,ambiguous_low_freq,,,
"Fort Royal, U.S.A.",1,ambiguous_low_freq,,,
und,1,ambiguous_low_freq,,,
Corronne,1,ambiguous_low_freq,,,
W.C.Africa,1,ambiguous_low_freq,,,
"Moncton, N.B.",1,ambiguous_low_freq,,,
"Coatzcoalcos, Mexico",1,ambiguous_low_freq,,,
"Charlottetown, P E.I.",1,ambiguous_low_freq,,,
Fuen,1,ambiguous_low_freq,,,
Swinesund,1,ambiguous_low_freq,,,
Bjornberg,1,ambiguous_low_freq,,,
Satilla River,1,ambiguous_low_freq,,,
Wisner,1,ambiguous_low_freq,,,
Greytown,1,ambiguous_low_freq,,,
Lules,1,ambiguous_low_freq,,,
Carrol,1,ambiguous_low_freq,,,
kar,1,ambiguous_low_freq,,,
"Tatamagouche, N.B.",1,ambiguous_low_freq,,,
Steel Harbour,1,ambiguous_low_freq,,,
Fr. Laxa,1,ambiguous_low_freq,,,
St. George's,1,ambiguous_low_freq,,,
Baraharia,1,ambiguous_low_freq,,,
Josephine,1,ambiguous_low_freq,,,
Ruetouche,1,ambiguous_low_freq,,,
Domjo,1,ambiguous_low_freq,,,
Moller,1,ambiguous_low_freq,,,
Londorgroen,1,ambiguous_low_freq,,,
Dantric,1,ambiguous_low_freq,,,
Ipswich,1,ambiguous_low_freq,,,
St. Clair,1,ambiguous_low_freq,,,
Parell,1,ambiguous_low_freq,,,
"props, birr",1,ambiguous_low_freq,,,
Herr,1,ambiguous_low_freq,,,
Miramichi York,1,ambiguous_low_freq,,,
Santa Cruz de Cuba,1,ambiguous_low_freq,,,
"Weymouth, N S.",1,ambiguous_low_freq,,,
Santa Cruz del Sur,1,ambiguous_low_freq,,,
Harbour,1,ambiguous_low_freq,,,
"Yarmouth, N.B.",1,ambiguous_low_freq,,,
Ljurne,1,ambiguous_low_freq,,,
Stenviker,1,ambiguous_low_freq,,,
app,1,ambiguous_low_freq,,,
Pierville,1,ambiguous_low_freq,,,
Murray,1,ambiguous_low_freq,,,
Dranklippan,1,ambiguous_low_freq,,,
Borgn,1,ambiguous_low_freq,,,
Sod rhamn,1,ambiguous_low_freq,,,
Fecamp,1,ambiguous_low_freq,,,
Kaumussan,1,ambiguous_low_freq,,,
Frankhald,1,ambiguous_low_freq,,,
Abyu,1,ambiguous_low_freq,,,
Wjsby,1,ambiguous_low_freq,,,
Upsal,1,ambiguous_low_freq,,,
"Five Islands, N.S.",1,ambiguous_low_freq,,,
Lower Kalix,1,ambiguous_low_freq,,,
"Parraboro', N.S.",1,ambiguous_low_freq,,,
Amo,1,ambiguous_low_freq,,,
Strathbogie,1,ambiguous_low_freq,,,
Noskey,1,ambiguous_low_freq,,,
Eggesund,1,ambiguous_low_freq,,,
Elsfleth,1,ambiguous_low_freq,,,
Rounshy,1,ambiguous_low_freq,,,
Lyrgoer,1,ambiguous_low_freq,,,
Landsburg,1,ambiguous_low_freq,,,
Harborg,1,ambiguous_low_freq,,,
Waawa,1,ambiguous_low_freq,,,
Oxford,1,ambiguous_low_freq,,,
St. Jago,1,ambiguous_low_freq,,,
Savona,1,ambiguous_low_freq,,,
Gopaulpore,1,ambiguous_low_freq,,,
Neva,1,ambiguous_low_freq,,,
Fernavik,1,ambiguous_low_freq,,,
Itzehoe,1,ambiguous_low_freq,,,
Fredriksvoarn,1,ambiguous_low_freq,,,
Concarnean,1,ambiguous_low_freq,,,
Tresukstea,1,ambiguous_low_freq,,,
Kurrachee,1,ambiguous_low_freq,,,
France,1,ambiguous_low_freq,,,
Billien,1,ambiguous_low_freq,,,
Penze,1,ambiguous_low_freq,,,
Stettin and Gothenburg,1,ambiguous_low_freq,,,
"Halifax, N.",1,ambiguous_low_freq,,,
Trondjem,1,ambiguous_low_freq,,,
"Gibara, Cuba",1,ambiguous_low_freq,,,
Moum,1,ambiguous_low_freq,,,
Porsgrand,1,ambiguous_low_freq,,,
Anciola,1,ambiguous_low_freq,,,
Lysekvil,1,ambiguous_low_freq,,,
Leroy,1,ambiguous_low_freq,,,
Hosnas,1,ambiguous_low_freq,,,
Margretha,1,ambiguous_low_freq,,,
Red Creek,1,ambiguous_low_freq,,,
Aguste,1,ambiguous_low_freq,,,
Uamarina,1,ambiguous_low_freq,,,
Porgrun,1,ambiguous_low_freq,,,
Prince Edward's Island,1,ambiguous_low_freq,,,
Vinje,1,ambiguous_low_freq,,,
Monsquodoboit,1,ambiguous_low_freq,,,
Ancona,1,ambiguous_low_freq,,,
Cherril,1,ambiguous_low_freq,,,
City St. Domingo,1,ambiguous_low_freq,,,
Mazatlan,1,ambiguous_low_freq,,,
"St. Marzonell's Bay, N.S.",1,ambiguous_low_freq,,,
Helsingfors and Kotka,1,ambiguous_low_freq,,,
"Summerside, P.E.I.",1,ambiguous_low_freq,,,
Billiers,1,ambiguous_low_freq,,,
Caramanal,1,ambiguous_low_freq,,,
Gothenburg and Fredrikstad,1,ambiguous_low_freq,,,
"Tignish, P.E.I.",1,ambiguous_low_freq,,,
"Weymouth, U.S.",1,ambiguous_low_freq,,,
Musquodoboit,1,ambiguous_low_freq,,,
Fredericksham,1,ambiguous_low_freq,,,
Enoch,1,ambiguous_low_freq,,,
Kingsgar,1,ambiguous_low_freq,,,
Lang,1,ambiguous_low_freq,,,
Bstaiamitz,1,ambiguous_low_freq,,,
Kingsgarden,1,ambiguous_low_freq,,,
Langoer,1,ambiguous_low_freq,,,
Nvhann,1,ambiguous_low_freq,,,
Klippe,1,ambiguous_low_freq,,,
Hallstavik,1,ambiguous_low_freq,,,
Ballsta,1,ambiguous_low_freq,,,
Cayo,1,ambiguous_low_freq,,,
"Savannah, Georgia",1,ambiguous_low_freq,,,
Johannesnass,1,ambiguous_low_freq,,,
"The finest floors are said to be seen in Russia. For those of the highest grade, tropical woods are exclusively employed. Fir and pine are never used, as in consequence of their sticky character they attract and retain dust and dirt, and thereby soon become blackened. Pitch pine too is liable to shrink, even after being well seasoned. The mosaic wood floors in Russia are of extraordinary beauty. One, in the Summer Palace, is of small squares of ebony inlaid with mother",1,ambiguous_low_freq,,,
Stedumas,1,ambiguous_low_freq,,,
Stromness,1,ambiguous_low_freq,,,
Lugnooh,1,ambiguous_low_freq,,,
Pukakirk,1,ambiguous_low_freq,,,
Coconada,1,ambiguous_low_freq,,,
Plata,1,ambiguous_low_freq,,,
Gotherburg,1,ambiguous_low_freq,,,
Dahlkarls,1,ambiguous_low_freq,,,
Skepps,1,ambiguous_low_freq,,,
Krageoe,1,ambiguous_low_freq,,,
Stockholm and Sundswall,1,ambiguous_low_freq,,,
Faan,1,ambiguous_low_freq,,,
Naaka,1,ambiguous_low_freq,,,
Rockport,1,ambiguous_low_freq,,,
Gidenbacka,1,ambiguous_low_freq,,,
Rio de la Hache,1,ambiguous_low_freq,,,
Emnbodd,1,ambiguous_low_freq,,,
Elsberg,1,ambiguous_low_freq,,,
Rorgqvara,1,ambiguous_low_freq,,,
Adelaide,1,ambiguous_low_freq,,,
Forman,1,ambiguous_low_freq,,,
Tadansoe,1,ambiguous_low_freq,,,
Ralso,1,ambiguous_low_freq,,,
Ardenal,1,ambiguous_low_freq,,,
Dantsic,1,ambiguous_low_freq,,,
Kvlorn,1,ambiguous_low_freq,,,
Aveiro,1,ambiguous_low_freq,,,
Benjamin River,1,ambiguous_low_freq,,,
Hall's Bay,1,ambiguous_low_freq,,,
Murray Harbour,1,ambiguous_low_freq,,,
Botorpshamn,1,ambiguous_low_freq,,,
Pasquet,1,ambiguous_low_freq,,,
Mestis,1,ambiguous_low_freq,,,
Workebaur,1,ambiguous_low_freq,,,
Baur,1,ambiguous_low_freq,,,
"Storung, Gothland",1,ambiguous_low_freq,,,
Sagua,1,ambiguous_low_freq,,,
Higge,1,ambiguous_low_freq,,,
Twillingate,1,ambiguous_low_freq,,,
Oregon,1,ambiguous_low_freq,,,
Apple River,1,ambiguous_low_freq,,,
"Annapolis, N. S.",1,ambiguous_low_freq,,,
"Elohey, W.C. Africa",1,ambiguous_low_freq,,,
Vlaarbingen,1,ambiguous_low_freq,,,
Sederhamn,1,ambiguous_low_freq,,,
Storvig,1,ambiguous_low_freq,,,
Hennel ont,1,ambiguous_low_freq,,,
Duppe,1,ambiguous_low_freq,,,
"Port Royal, W.I.",1,ambiguous_low_freq,,,
Saltholmen,1,ambiguous_low_freq,,,
Jacques River,1,ambiguous_low_freq,,,
Varel,1,ambiguous_low_freq,,,
St. Brie ux,1,ambiguous_low_freq,,,
Qvartvik,1,ambiguous_low_freq,,,
Catterina,1,ambiguous_low_freq,,,
Stoka,1,ambiguous_low_freq,,,
Viria,1,ambiguous_low_freq,,,
Adolph Michel,1,ambiguous_low_freq,,,
Stooka,1,ambiguous_low_freq,,,
"Parrsbro', N.S.",1,ambiguous_low_freq,,,
"Windsor, U.S.",1,ambiguous_low_freq,,,
"Littleton, N.Z.",1,ambiguous_low_freq,,,
"Oak Bay, N.S.",1,ambiguous_low_freq,,,
"Gothenburg, Christinia, and Drammen",1,ambiguous_low_freq,,,
Cocaigne,1,ambiguous_low_freq,,,
"Sheet Harbour, U.S.",1,ambiguous_low_freq,,,
"Caraquet, D.C.",1,ambiguous_low_freq,,,
Sault au,1,ambiguous_low_freq,,,
St. Mary River,1,ambiguous_low_freq,,,
"Rio Hacha, U.S.",1,ambiguous_low_freq,,,
"Cedar Keys, U.S.A.",1,ambiguous_low_freq,,,
La Faon,1,ambiguous_low_freq,,,
"Baddeck, C.B.",1,ambiguous_low_freq,,,
Hussein,1,ambiguous_low_freq,,,
"St. Mary's, N.S.",1,ambiguous_low_freq,,,
Johannadal,1,ambiguous_low_freq,,,
Idefjord,1,ambiguous_low_freq,,,
Wismar,1,ambiguous_low_freq,,,
Preston,1,ambiguous_low_freq,,,
Kannissan,1,ambiguous_low_freq,,,
Fauley,1,ambiguous_low_freq,,,
Fataholm,1,ambiguous_low_freq,,,
Nycarleby,1,ambiguous_low_freq,,,
Ornskoldswik,1,ambiguous_low_freq,,,
Strangon,1,ambiguous_low_freq,,,
"Parrsbro', N.T.",1,ambiguous_low_freq,,,
Batirken,1,ambiguous_low_freq,,,
Klampenburg,1,ambiguous_low_freq,,,
Danovara,1,ambiguous_low_freq,,,
Kungagarden,1,ambiguous_low_freq,,,
Bjorknas,1,ambiguous_low_freq,,,
Kor gaborg,1,ambiguous_low_freq,,,
Fatvik,1,ambiguous_low_freq,,,
Langen,1,ambiguous_low_freq,,,
Frederikahald,1,ambiguous_low_freq,,,
Stranjo,1,ambiguous_low_freq,,,
Koppvik,1,ambiguous_low_freq,,,
Lappmanholmen,1,ambiguous_low_freq,,,
"Pugwash, N.B.",1,ambiguous_low_freq,,,
Kathammaravik,1,ambiguous_low_freq,,,
Carlahamn,1,ambiguous_low_freq,,,
Rofso,1,ambiguous_low_freq,,,
