port_name,port_type,latitude,longitude,country,notes
Stockholm and Rafso,origin,,,,
Stockholm and Soderhamn,origin,,,,
Stockholm and Sundswall,origin,,,,
Stocks,origin,,,,
Stockssag,origin,,,,
Stockvick,origin,,,,
Stockvig,origin,,,,
Stockvik,origin,,,,
Stockviken,origin,,,,
Stoess,origin,,,,
Stohka,origin,,,,
Stoka,origin,,,,
Stolpemunde,origin,,,,
Stooka,origin,,,,
Storfors,origin,,,,
Storka,origin,,,,
"Storung, Gothland",origin,,,,
Storvig,origin,,,,
Stralsund,origin,,,,
Strand,origin,,,,
Strangon,origin,,,,
Stranjo,origin,,,,
Strathbogie,origin,,,,
Stromfors,origin,,,,
"Stromfors, Finland",origin,,,,
Strommas,origin,,,,
Stromnas,origin,,,,
Stromness,origin,,,,
Stromstad,origin,,,,
Stronstad,origin,,,,
Stronvik,origin,,,,
Stugsund,origin,,,,
"Stugsund, Soderhamn",origin,,,,
Stutsboda,origin,,,,
Stutshoda,origin,,,,
Sudroen,origin,,,,
Suimper,origin,,,,
Sulina,origin,,,,
Summerside,origin,,,,
"Summerside, P.E.I.",origin,,,,
Sund,origin,,,,
Sundabolay,origin,,,,
Sundal,origin,,,,
Sundarne,origin,,,,
Sundau,origin,,,,
Sundawall,origin,,,,
Sunderland,origin,,,,
Sunderstag,origin,,,,
Sundewall,origin,,,,
Sunds Bolog,origin,,,,
Sundsore,origin,,,,
Sundsvall,origin,,,,
Sundsvik,origin,,,,
Sundsvoern,origin,,,,
Sundswall,origin,,,,
Sundt,origin,,,,
Sundvik,origin,,,,
Sunnas,origin,,,,
Surinam,origin,,,,
Sutcliffe,origin,,,,
Suudswall,origin,,,,
Svano,origin,,,,
Svartson,origin,,,,
Svartvik,origin,,,,
Svartwik,origin,,,,
Svelarg,origin,,,,
Svelvig,origin,,,,
Svelvik,origin,,,,
Svendborg,origin,,,,
Svenesund,origin,,,,
Sverre,origin,,,,
Svinocr,origin,,,,
Svinor,origin,,,,
Swansea,origin,,,,
Swante,origin,,,,
Swartvick,origin,,,,
Swarwik,origin,,,,
Sweden,origin,,,,
Swinemunde,origin,,,,
Swinesund,origin,,,,
Sydney,origin,,,,
Syra,origin,,,,
Syske,origin,,,,
Szarson,origin,,,,
T. W. Allen,origin,,,,
TLACOTALPAM,origin,,,,
TRUXILLO,origin,,,,
Tabasco,origin,,,,
Table Bay,origin,,,,
Tacoma,origin,,,,
Tadansoe,origin,,,,
Tadousac,origin,,,,
Taganrog,origin,,,,
Tagonrog,origin,,,,
Tain,origin,,,,
Tampico,origin,,,,
Tangror,origin,,,,
"Tapia, Spain",origin,,,,
Tapilco,origin,,,,
Tatamagouche,origin,,,,
"Tatamagouche, N.B.",origin,,,,
Tecolutla,origin,,,,
Tell,origin,,,,
Terneuzen,origin,,,,
"The cargo of pit props ex Martha, from Christiania, reported last week to the Gritton Coal Co., were for Mr. T. Atkinson, of Newcastle",origin,,,,
"The finest floors are said to be seen in Russia. For those of the highest grade, tropical woods are exclusively employed. Fir and pine are never used, as in consequence of their sticky character they attract and retain dust and dirt, and thereby soon become blackened. Pitch pine too is liable to shrink, even after being well seasoned. The mosaic wood floors in Russia are of extraordinary beauty. One, in the Summer Palace, is of small squares of ebony inlaid with mother",origin,,,,
Theophile,origin,,,,
Thisted,origin,,,,
Thomas,origin,,,,
Thompson,origin,,,,
Three Islands,origin,,,,
Three Sisters,origin,,,,
Three Towns,origin,,,,
Throndhjem,origin,,,,
Throndjem,origin,,,,
Throndsjem,origin,,,,
Tiansand,origin,,,,
"Tidnish, N.S.",origin,,,,
Tignish,origin,,,,
"Tignish, P.E.I.",origin,,,,
Tillinge,origin,,,,
Tillingenabben,origin,,,,
Tillingnabben,origin,,,,
Timmernabbem,origin,,,,
Timmernabben,origin,,,,
Timrå,origin,,,,
Tlacatalpam,origin,,,,
Tlacotalpam,origin,,,,
Tlacotalpan,origin,,,,
Tlatocalpan,origin,,,,
Tonala,origin,,,,
Tonnay Charante,origin,,,,
Tonnay Charaute,origin,,,,
Torafors,origin,,,,
Toreforg,origin,,,,
Torefors,origin,,,,
Tornea,origin,,,,
Torneadal,origin,,,,
Torneouen,origin,,,,
Tornes,origin,,,,
Torngberg,origin,,,,
Tornio,origin,,,,
Toroes,origin,,,,
Torre del Greco,origin,,,,
Torsfors,origin,,,,
Tracadie,origin,,,,
Trangsund,origin,,,,
Treaniskow,origin,,,,
Tredes'rand,origin,,,,
Tredestrand,origin,,,,
Treffenberg,origin,,,,
Treguier,origin,,,,
Trehiguer,origin,,,,
Trehiguier,origin,,,,
Trenberth,origin,,,,
Treport,origin,,,,
Treshchow,origin,,,,
Tresukstea,origin,,,,
Trieste,origin,,,,
Trieste and Fiume,origin,,,,
"Trieste, Fiume",origin,,,,
Triesto,origin,,,,
Trimsaran,origin,,,,
Trinidad,origin,,,,
Trinidad de Cuba,origin,,,,
Trois Pistoles,origin,,,,
Trois-Rivières,origin,,,,
Tromblade,origin,,,,
Tromso,origin,,,,
Trondheim,origin,,,,
Trondhjem,origin,,,,
Trondjem,origin,,,,
Trontero,origin,,,,
Troon,origin,,,,
Trouville,origin,,,,
Trujillo,origin,,,,
Tunadal,origin,,,,
Tunas de Zaza,origin,,,,
Tupilco,origin,,,,
Turkey,origin,,,,
Tusket,origin,,,,
"Tusket, N.S.",origin,,,,
Tvede,origin,,,,
Tvedestrand,origin,,,,
Twedestrand,origin,,,,
Tweed,origin,,,,
Twillingate,origin,,,,
Tyedestrand,origin,,,,
Tyne Dock,origin,,,,
Tønsberg,origin,,,,
Uamarina,origin,,,,
Udbyhoi,origin,,,,
Uddevalla,origin,,,,
Uddowalla,origin,,,,
Udewalla,origin,,,,
Ulea,origin,,,,
Uleabo'g,origin,,,,
Uleaborg,origin,,,,
Ulenborg,origin,,,,
Ulfsberg,origin,,,,
Ulfvik,origin,,,,
Ulindaw,origin,,,,
Ullanger,origin,,,,
Ulrich,origin,,,,
Umea,origin,,,,
Umea and Mo,origin,,,,
Upsal,origin,,,,
Uraskoldsvik,origin,,,,
Ursvik,origin,,,,
Ursviken,origin,,,,
Urvik,origin,,,,
Urvoiken,origin,,,,
Utanigo,origin,,,,
Uthammar,origin,,,,
Uto,origin,,,,
Utoo,origin,,,,
V'garcia,origin,,,,
Vaasa,origin,,,,
Vadro,origin,,,,
Valencia,origin,,,,
Vallagareia,origin,,,,
Vallo,origin,,,,
Valparaiso,origin,,,,
Valvig,origin,,,,
Vamsos,origin,,,,
Vances,origin,,,,
Vancouver,origin,,,,
Vancouver I.,origin,,,,
Vancouver's Island,origin,,,,
Vanevik,origin,,,,
Vannes,origin,,,,
Varberg,origin,,,,
Vardo,origin,,,,
Vardoe,origin,,,,
Varel,origin,,,,
Vefser,origin,,,,
Vefsn,origin,,,,
Vegesack,origin,,,,
Velsen,origin,,,,
Venice,origin,,,,
Ventspils,origin,,,,
Vera Cruz,origin,,,,
Verona,origin,,,,
Verte,origin,,,,
Vesta,origin,,,,
Vesteras,origin,,,,
Vianna do Castello,origin,,,,
Victoria,origin,,,,
Vienna,origin,,,,
Vigo,origin,,,,
Vilagarcía de Arousa,origin,,,,
Villa Garcia,origin,,,,
Villa Vartan,origin,,,,
Villa garcia,origin,,,,
Villagareia,origin,,,,
Villegrain,origin,,,,
Vinje,origin,,,,
Viria,origin,,,,
Visby,origin,,,,
Visero,origin,,,,
Vitea,origin,,,,
Vivero,origin,,,,
Vizagapatam,origin,,,,
Vlaarbingen,origin,,,,
Vlaardingen,origin,,,,
Vlardingen,origin,,,,
Vlissingen,origin,,,,
Vordingborg,origin,,,,
Vyborg,origin,,,,
Västervik,origin,,,,
W,origin,,,,
W. C. Africa,origin,,,,
W. C. O. Africa,origin,,,,
W. C. of Africa,origin,,,,
W. Donaldson,origin,,,,
W. Indies,origin,,,,
W. O. of Africa,origin,,,,
"W.C. Africa, Forcados",origin,,,,
W.C.A.,origin,,,,
W.C.Africa,origin,,,,
W.O. Africa,origin,,,,
WESTERVIK,origin,,,,
WORKING MACHINERY.,origin,,,,
Waawa,origin,,,,
Wadau,origin,,,,
Wadstena,origin,,,,
Waija,origin,,,,
Wanerk,origin,,,,
Wanevik,origin,,,,
Wanewik,origin,,,,
Wanks River,origin,,,,
Wansvik,origin,,,,
Warber,origin,,,,
Warborg,origin,,,,
Warburg,origin,,,,
Wardoe,origin,,,,
Wartsala,origin,,,,
Warwik,origin,,,,
Waterford,origin,,,,
Wava,origin,,,,
Waya,origin,,,,
"We have received from the office, and saw",origin,,,,
Wederlaks,origin,,,,
Weener,origin,,,,
Wefsel,origin,,,,
Werbeback,origin,,,,
Wergeland,origin,,,,
Werkeback,origin,,,,
Werkebeck,origin,,,,
West B.,origin,,,,
West Bay,origin,,,,
"West Bay, N S",origin,,,,
"West Bay, U.S.",origin,,,,
West Coast Africa,origin,,,,
West Coast of Africa,origin,,,,
West Indies,origin,,,,
West Point,origin,,,,
"West Point, Va.",origin,,,,
Westawaif,origin,,,,
"Westbay, N.B.",origin,,,,
Westerik,origin,,,,
Westering,origin,,,,
Western,origin,,,,
Westervick,origin,,,,
Weymouth,origin,,,,
"Weymouth, N S.",origin,,,,
"Weymouth, N.S.",origin,,,,
"Weymouth, U.S.",origin,,,,
Whitby,origin,,,,
White Sea,origin,,,,
Whycocomah,origin,,,,
Whyncomah,origin,,,,
Wiborg,origin,,,,
Wicklow,origin,,,,
Wiener,origin,,,,
Wifsta,origin,,,,
Wifsta Warf,origin,,,,
Wifstavarf,origin,,,,
Wifstawarf and Skonvik,origin,,,,
Wiken,origin,,,,
Wilalakte,origin,,,,
Wilhelmshaven,origin,,,,
Wilmington,origin,,,,
Wilmington N.C.,origin,,,,
"Wilson appeared in this case, on Saturday last, in the Queen's Bench Division, before Mr. Justice Cave and Mr. Baron Pollock, on behalf of the defendants, on appeal against an order made by Mr. Justice Field, at Chambers, refusing to allow them to amend the writ in the action by adding the name of one Donald as a co",origin,,,,
Windan,origin,,,,
Windart,origin,,,,
Windaw,origin,,,,
Windsor,origin,,,,
"Windsor, N.S.",origin,,,,
"Windsor, U.S.",origin,,,,
Wisbey,origin,,,,
Wiscasset,origin,,,,
Wiscer,origin,,,,
Wismar,origin,,,,
Wisner,origin,,,,
Wistawarf,origin,,,,
Wiswall,origin,,,,
Wjsby,origin,,,,
Wolgast,origin,,,,
Wood,origin,,,,
Woolwich,origin,,,,
Workebaur,origin,,,,
Workoback,origin,,,,
Wybor,origin,,,,
Wyborg,origin,,,,
Wycoomagh,origin,,,,
X'sand,origin,,,,
Xiana,origin,,,,
Xiansand,origin,,,,
Xinestad,origin,,,,
Xnia,origin,,,,
Xtiansand,origin,,,,
Yallahs,origin,,,,
Yarmouth,origin,,,,
"Yarmouth, N.B.",origin,,,,
"Yarmouth, N.S.",origin,,,,
Yetterfors,origin,,,,
Yokohama,origin,,,,
You-ford,origin,,,,
Youghal,origin,,,,
Ystad,origin,,,,
Ytlersfors,origin,,,,
Ytterafors,origin,,,,
Yttersfors,origin,,,,
Yxpila,origin,,,,
Zanzibar,origin,,,,
Zaza,origin,,,,
Zic,origin,,,,
ahead,origin,,,,
and,origin,,,,
app,origin,,,,
arried about without diffi,origin,,,,
at,origin,,,,
d in their devastating wars. The ay be seen almost all round the sea,origin,,,,
de,origin,,,,
deals,origin,,,,
"door work the deliveries of wood continue fairly large, and, were it not for the check given by the great advance in cost, deliveries would no doubt be still larger. Besides the increased cost free",origin,,,,
"dressing are seen in cases equally or more striking than the evils of denuding the roots of the smallest, portion of soil. It is too often forgotten in top",origin,,,,
"driving streams upon which this market depends are still very discouraging as to the probabilities of getting the logs. The prospects of the Menominee and other streams tributary to Green Bay, are really not so encouraging as a few weeks ago, as logs on the first",origin,,,,
ends,origin,,,,
et,origin,,,,
et Madeline,origin,,,,
"five years since it was proved possible to make practical use of wrapping papers from wood, and since then the manufacture of wood",origin,,,,
ford,origin,,,,
from Halifax,origin,,,,
from Hernosand,origin,,,,
from San Domingo,origin,,,,
hamn,origin,,,,
higa,origin,,,,
iRga,origin,,,,
in,origin,,,,
kar,origin,,,,
l'Eguille,origin,,,,
lathwood,origin,,,,
"mill work and saving fuel. Its prompt, certain, self",origin,,,,
oak staves,origin,,,,
of,origin,,,,
on,origin,,,,
past seven o'clock on Saturday evening in the saw,origin,,,,
"past two o'clock, and at that time the first floor was well alight. Several manuals were promptly on the spot, and all round the building, and it was with such rapidity that in a short time the efforts of the firemen were successful. The shops of Mr. J. H. Ashton, a picture",origin,,,,
pitwood,origin,,,,
poti,origin,,,,
"props, birr",origin,,,,
qty. staves,origin,,,,
sleepers,origin,,,,
"spected by forest rangers, whose duty it is to report on the existing state of the proclaimed reserves, control the operations of licensed timber",origin,,,,
teak,origin,,,,
tein,origin,,,,
timber,origin,,,,
town Demerara,origin,,,,
tran,origin,,,,
twyth,origin,,,,
ui,origin,,,,
und,origin,,,,
"west and westerly gales so prevalent in our latitudes, and of the almost universal westerly winds in the North Atlantic, which are, in fact, nothing more than a part of the general system of the reaction of the trades, and of the process which the equilibrium of the earth's motion is maintained under their action. An ordinary observation of trees growing singly, and exposed on a plain or table",origin,,,,
& CO,destination,,,,
& COFFIN STUFF,destination,,,,
... ... M G & CO,destination,,,,
BEDFORD,destination,,,,
BELLYWOOD,destination,,,,
BIDEFORD,destination,,,,
BORROWSTOWNESS,destination,,,,
BRIDPORT,destination,,,,
BROWN & KRUSE,destination,,,,
BRUNSWICK DOCK,destination,,,,
BUILDERS' CLERKS' BENEVOLENT INSTITUTION,destination,,,,
BUILDING NEWS,destination,,,,
BULL DOCK,destination,,,,
BURRYPORT,destination,,,,
BUTE DOCK,destination,,,,
Berwick,destination,,,,
Borrowstounness,destination,,,,
Boston (Boston Dock),destination,,,,
CLIFF'S CREEK,destination,,,,
CLIFFE,destination,,,,
CLOSED,destination,,,,
COBURG DOCKS,destination,,,,
COLLINSON & LOCK,destination,,,,
CORRECTION,destination,,,,
CORRESPONDENCE,destination,,,,
CORRESPONDENCE SOLICITED,destination,,,,
COUNTER TOP,destination,,,,
CREDITORS FULLY SECURED,destination,,,,
CROSSBY DOCK,destination,,,,
CURRENT PRICES,destination,,,,
Cliffe,destination,,,,
Cowes,destination,,,,
DEY FLOORING,destination,,,,
DIVIDENDS,destination,,,,
DO FEET SUPER,destination,,,,
DOCK FIRES IN LIVERPOOL,destination,,,,
DOCKS,destination,,,,
DON,destination,,,,
DOORS,destination,,,,
DRYING KILNS,destination,,,,
DS,destination,,,,
DULDING,destination,,,,
Deptford,destination,,,,
Dover,destination,,,,
Dundee,destination,,,,
E. U,destination,,,,
E.C,destination,,,,
EKS WYZED,destination,,,,
ENSE BELTS,destination,,,,
EX PORT MELBOURNE,destination,,,,
EXPORTS,destination,,,,
Exeter,destination,,,,
FILES,destination,,,,
FIR,destination,,,,
FIRES,destination,,,,
FOREIGN,destination,,,,
Fleetwood,destination,,,,
Fowey,destination,,,,
GEORGE MERRYLEES & CO,destination,,,,
GOVERNMENT DOCK BUOYS,destination,,,,
Goole,destination,,,,
Greenock,destination,,,,
Hull (Queen's Dock),destination,,,,
Hull (Union Dock),destination,,,,
ING,destination,,,,
INTER TOPS,destination,,,,
ION,destination,,,,
Irvine,destination,,,,
JOINERY OF EVERY DESCRIPTION,destination,,,,
KEN,destination,,,,
KINGS LYNN,destination,,,,
L & CO,destination,,,,
LBEBT DOCKS,destination,,,,
LIMITED,destination,,,,
LINDEN WOOD,destination,,,,
LONDON N.E,destination,,,,
LONDON. DOCKS,destination,,,,
LONGTON DOCK,destination,,,,
LUDWIG WULFERT'S BELLY WOOD,destination,,,,
Lerwick,destination,,,,
Liverpool (Coburg Dock),destination,,,,
London (Deptford Buoys),destination,,,,
London (Silvertown),destination,,,,
London (Surrey Commercial Docks),destination,,,,
London (Tilbury Docks),destination,,,,
Londonderry,destination,,,,
Lynn,destination,,,,
M. S. RENNIE & CO,destination,,,,
MEETING,destination,,,,
MENT,destination,,,,
MESSRS. GROMOFF & CO,destination,,,,
MIDDLESBRO,destination,,,,
MOULDS,destination,,,,
Middlesbrough,destination,,,,
ND,destination,,,,
NE,destination,,,,
NELSON DOCK,destination,,,,
NEW YORK,destination,,,,
NEWPORT (MON),destination,,,,
NEWPORT MON,destination,,,,
NOTICES TO CREDITORS,destination,,,,
OCK,destination,,,,
OLE COURT,destination,,,,
PENICUIK,destination,,,,
PETITION PRESENTED,destination,,,,
PETITION PRESENTED FOR CESSIO,destination,,,,
PETITIONS PRESENTED,destination,,,,
PETITIONS PRESENTED FOR CESSIO,destination,,,,
POOL,destination,,,,
PORTS,destination,,,,
PRINCE'S DOCK,destination,,,,
PRINCES DOCK,destination,,,,
PROCEEDINGS UNDER CESSIO,destination,,,,
PURFLEET,destination,,,,
QUEBEC,destination,,,,
QUEBEC DOCK,destination,,,,
QUEBEC DOCKS,destination,,,,
QUEENBORO',destination,,,,
QUEENSTOWN,destination,,,,
R TOPS,destination,,,,
R.B,destination,,,,
RECORD OUTPUT OF TIMBER,destination,,,,
REGENT'S DOCK,destination,,,,
RESULTS OF TENDERS,destination,,,,
RUNCORN DOCK,destination,,,,
RYE,destination,,,,
Runcorn,destination,,,,
SEE SPECIMENS,destination,,,,
SILVERTON,destination,,,,
SIMPLE IN CONSTRUCTION,destination,,,,
SKIBBEREEN,destination,,,,
SPEED,destination,,,,
SQ,destination,,,,
STIRLING,destination,,,,
SUPPLEMENT,destination,,,,
SURG,destination,,,,
SURREY DOCK,destination,,,,
SUTTON BRIDGE,destination,,,,
Sligo,destination,,,,
Stockton,destination,,,,
T,destination,,,,
T. W. DUSSEK,destination,,,,
TENDERS,destination,,,,
TENDERS OPEN,destination,,,,
TES GIVEN,destination,,,,
TICES,destination,,,,
TILBURY,destination,,,,
TILLOTSON'S DOCK,destination,,,,
TIMBER,destination,,,,
TION,destination,,,,
TOWER,destination,,,,
TOWER DOCK,destination,,,,
TOWN DOCK,destination,,,,
TOWN DOCKS,destination,,,,
TRCON,destination,,,,
TREES,destination,,,,
TUNNEL PIER,destination,,,,
Truro,destination,,,,
Tyne,destination,,,,
UNDER,destination,,,,
VERPOOL,destination,,,,
VIGERS BROS,destination,,,,
VIK,destination,,,,
W. I. D. BUOYS,destination,,,,
WELLINGTON DOCK,destination,,,,
WEMYSS,destination,,,,
WICKLOW,destination,,,,
WIDNES,destination,,,,
WIDNES DOCK,destination,,,,
WIGTOWN,destination,,,,
WINTERS,destination,,,,
WOOD,destination,,,,
WOODBRIDGE,destination,,,,
Wexford,destination,,,,
Wick,destination,,,,
Workington,destination,,,,
Z,destination,,,,
